unitid,cohort,Rate,iclevel,control,hloffer,locale,instcat,c21enprf,cbsatype,GrantRate,GrantAvg,PellRate,LoanRate,LoanAvg,InDistrictT,InDistrictTDiff,InDistrictF,InDistrictFDiff,InStateT,InstateF,OutStateT,OutStateTDiff,OutStateF,OutStateFDiff,Housing,ScaledHousingCap,board,roomamt,boardamt,AvgSalary,StuFacRatio
491932,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491941,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491950,,,At least 2 but less than 4 years,Private for-profit,"At least 2, but less than 4 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491969,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491978,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
491996,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492005,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492032,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Rural: Fringe,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492069,,,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,98.48%,6475.9242424,78.79%,74.24%,5796.4242424,0,0,0,0,6840,814,0,0,0,0,1,0.66,1,0,0,,
492078,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492087,,,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492096,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492139,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492157,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492209,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492263,,,Four or more years,Public,Doctor^s degree,City: Midsize,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492281,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492306,,,Less than 2 years (below associate),Public,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,13.33%,319.33333333,0.00%,0.00%,0,0,,0,,,,0,,0,,0,,3,0,0,,
492315,,,Less than 2 years (below associate),Public,Award of less than one academic year,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,1.11%,14.388888889,0.00%,0.00%,0,0,,0,,,,0,,0,,0,,3,0,0,,
492324,,,Less than 2 years (below associate),Public,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,12.50%,61.318181818,0.00%,0.00%,0,0,,0,,,,0,,0,,0,,3,0,0,,
492360,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492379,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Rural: Fringe,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492397,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492421,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492449,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492476,,,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Small,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate two-year,Metropolitan Statistical Area,92.40%,5765.3391813,80.12%,45.03%,4066.871345,0,0,0,0,5280,920,0,0,0,0,0,,3,0,0,,
492591,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492607,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Midsize,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492643,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492652,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492661,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492689,,,Four or more years,Public,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,86.76%,5879.2020906,49.48%,73.17%,7237.2404181,0,0,0,0,6831,5159,1,13464,0,0,0,,3,0,0,,
492704,,,Four or more years,Private for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492722,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492731,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492759,,,Four or more years,Private for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,76.67%,3246.24,41.00%,71.67%,6903.77,0,0,0,0,18900,920,0,0,0,0,0,,3,0,0,,
492801,31,35.48%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,84.02%,4824.7029412,56.37%,49.41%,3661.2333333,0,0,0,0,7680,244,0,0,0,0,0,,2,0,3378,,
492935,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492953,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
492962,131,9.92%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,73.76%,3705.6874675,56.55%,71.84%,4609.2087884,0,0,0,0,10224,0,0,0,0,0,0,,3,0,0,,
493071,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493080,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493132,,,At least 2 but less than 4 years,Private for-profit,"At least 2, but less than 4 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493150,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493363,,,Four or more years,Private not-for-profit,Doctor^s degree,Town: Remote,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Micropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493372,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493451,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493479,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,61.54%,2806.9230769,61.54%,61.54%,4462.1538462,0,0,0,0,19476,100,0,0,0,0,0,,3,0,0,,
493488,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,53.85%,2359.4615385,46.15%,46.15%,1538.4615385,0,0,0,0,14508,1875,0,0,0,0,0,,3,0,0,,
493497,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493503,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493512,,,Four or more years,Private for-profit,Master^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,0.00%,0,0.00%,0.00%,0,0,0,0,0,10320,3225,0,0,0,0,0,,3,0,0,,
493521,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,0.00%,0,0.00%,0.00%,0,0,0,0,0,8880,25,0,0,0,0,0,,3,0,0,,
493530,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
493549,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
